epoch,accuracy,loss,val_accuracy,val_loss
0,0.9190372,0.27535148468724485,0.9778761267662048,0.05919341911537062
1,0.9715536,0.09013788570819067,0.9690265655517578,0.07338986683645146
2,0.9781182,0.07162308342004892,0.9601770043373108,0.09988355127588713
3,0.9781182,0.06766162857543717,0.9557521939277649,0.10899760694767398
4,0.97593,0.06482912132137453,0.9601770043373108,0.10784245389516246
5,0.98249453,0.05871228682064743,0.9646017551422119,0.10532121873562832
6,0.98468274,0.0498143464058874,0.9557521939277649,0.18716796251837636
7,0.97593,0.07378478650272675,0.9778761267662048,0.08014193766640161
8,0.9781182,0.057976362906820275,0.9646017551422119,0.10165669141490907
9,0.98249453,0.04716949980436973,0.9646017551422119,0.1296249309544265
10,0.9868709,0.03831063182382585,0.9601770043373108,0.1357545208811875
11,0.98468274,0.04103890284936655,0.9557521939277649,0.1988350286403968
12,0.9868709,0.033808810938011115,0.9646017551422119,0.16969789786313735
13,0.98249453,0.03480642865395634,0.9601770043373108,0.2319273899383513
14,0.97593,0.04682388718400957,0.9646017551422119,0.143501329161152
15,0.98468274,0.03433021128901609,0.9513274431228638,0.25646280992232046
16,0.99124724,0.025129577581919995,0.9513274431228638,0.2709220985849017
17,0.9868709,0.022104355715111556,0.9557521939277649,0.3299783336501404
18,0.99343544,0.017077779218478584,0.9513274431228638,0.31541921942189866
19,0.99562365,0.01360820901464864,0.9646017551422119,0.4037475456579988
20,0.9890591,0.0297404457491484,0.9469026327133179,0.5514196945746858
21,0.9890591,0.05317829340624754,0.9513274431228638,0.21722495716592644
22,0.98468274,0.043987077715245224,0.9646017551422119,0.1552315908705659
23,0.99343544,0.02399904757057453,0.9513274431228638,0.23590409047942512
24,0.9978118,0.0111056949813515,0.9469026327133179,0.3914217834476283
25,1.0,0.005866688201481925,0.9469026327133179,0.4543507103633086
26,1.0,0.0037052954747363227,0.9469026327133179,0.4490311420136296
27,1.0,0.002999923793027932,0.9513274431228638,0.44601672877087795
28,1.0,0.002510234528830436,0.9513274431228638,0.44989570461543776
29,1.0,0.0022389476594807662,0.9513274431228638,0.4542442974047241
30,1.0,0.0020613412167944543,0.9513274431228638,0.4577165246464413
31,1.0,0.001903400042034996,0.9513274431228638,0.46230084928892556
32,1.0,0.001774993218654804,0.9513274431228638,0.465594381591062
33,1.0,0.0016546276971737036,0.9513274431228638,0.4701185065110557
34,1.0,0.0015339773116300767,0.9513274431228638,0.4734869774526801
35,1.0,0.0014459137418464027,0.9513274431228638,0.47711813208970694
36,1.0,0.0013493149134071764,0.9513274431228638,0.48074103182894373
37,1.0,0.0012741433344327841,0.9513274431228638,0.48421297337583896
38,1.0,0.0011897380724435512,0.9513274431228638,0.4880505068187663
39,1.0,0.0011096799806847096,0.9513274431228638,0.49126464934979436
40,1.0,0.0010471109097451392,0.9513274431228638,0.494261566956462
41,1.0,0.0009877093836836183,0.9513274431228638,0.4979083300295154
42,1.0,0.0009286686253874953,0.9513274431228638,0.5005986316678996
43,1.0,0.0008840630557175042,0.9513274431228638,0.5039608428830586
44,1.0,0.0008275829511563857,0.9513274431228638,0.5068953192586273
45,1.0,0.0007923988455444899,0.9513274431228638,0.5106744552319944
46,1.0,0.0007420208774064805,0.9513274431228638,0.513355538726589
47,1.0,0.0007036700143318942,0.9513274431228638,0.515841794073532
48,1.0,0.0006662421887276213,0.9513274431228638,0.5187934818812097
49,1.0,0.0006312291589724826,0.9513274431228638,0.5216284529979422
50,1.0,0.0006012794402747445,0.9513274431228638,0.524476544376224
