epoch,accuracy,loss,val_accuracy,val_loss
0,0.75503355,0.5200172300706773,0.800000011920929,0.4535669775332435
1,0.7986577,0.47296969962600094,0.7898305058479309,0.43214257389812144
2,0.8087248,0.453947138466291,0.8271186351776123,0.3857368341947006
3,0.8087248,0.435225965192654,0.8406779766082764,0.39582562345569416
4,0.82885903,0.4119593942125372,0.8372881412506104,0.41902937070798063
5,0.8104027,0.41999795972900905,0.8305084705352783,0.41018709893954003
6,0.8389262,0.39878276090493936,0.8305084705352783,0.38520578610695017
7,0.82550335,0.3956333189802682,0.8135592937469482,0.4048272593546722
8,0.82214767,0.3889312357110465,0.7593220472335815,0.5214625465667854
9,0.8204698,0.40163492696397257,0.8372881412506104,0.42475041620812176
10,0.82550335,0.38581701573109467,0.7796609997749329,0.44841590978331486
11,0.8389262,0.37922123404557273,0.8203389644622803,0.43788093959881086
12,0.840604,0.3759624355991415,0.800000011920929,0.5129203225596476
13,0.83557045,0.3644677981634268,0.8305084705352783,0.43237379319586994
14,0.8422819,0.3650676110046822,0.8271186351776123,0.43526766057741845
15,0.840604,0.373679673011671,0.8169491291046143,0.46157793018777493
16,0.84731543,0.3624835245361264,0.810169517993927,0.44889377916263323
17,0.84563756,0.3549044429255812,0.810169517993927,0.4678551893113023
18,0.85402685,0.35591596369975365,0.8271186351776123,0.4792038429591615
19,0.840604,0.3604320856748811,0.8305084705352783,0.4575308854297056
20,0.852349,0.34187257709919205,0.806779682636261,0.4998821747505059
21,0.8624161,0.3460985404633036,0.8305084705352783,0.4552813839104216
22,0.8557047,0.3422907144831331,0.8135592937469482,0.5231987828925505
23,0.840604,0.3330332145794926,0.8169491291046143,0.4853962089045573
24,0.8607383,0.3139918455041495,0.7864406704902649,0.6638997828556319
25,0.8489933,0.338745682631563,0.8135592937469482,0.5404806419954462
26,0.8708054,0.30378842623841845,0.803389847278595,0.5788103372363721
27,0.8607383,0.3068758281285331,0.803389847278595,0.5585629854161861
28,0.8708054,0.29499541953106057,0.8271186351776123,0.6145338668661603
29,0.8775168,0.3133662397029416,0.803389847278595,0.7096271817967043
30,0.8607383,0.3274047961771088,0.7966101765632629,0.5136502488689908
31,0.87583894,0.3003998081256079,0.803389847278595,0.5248185567936655
32,0.8892617,0.27092459897866983,0.803389847278595,0.5464928261304306
33,0.8942953,0.26206639284055505,0.806779682636261,0.5907939298678253
34,0.8942953,0.2550902180623688,0.806779682636261,0.6273912691463859
35,0.88590604,0.25161815329686105,0.806779682636261,0.6545536937349934
36,0.8892617,0.2469411748867707,0.8135592937469482,0.6650514016717167
37,0.88255036,0.24353071879720528,0.8135592937469482,0.6860904193530648
38,0.88590604,0.241341835950445,0.810169517993927,0.714200095605042
39,0.89261746,0.23702996314171976,0.8203389644622803,0.6949293456845365
40,0.8942953,0.23415440726000192,0.8135592937469482,0.7371298094927254
41,0.89597315,0.23141863309597008,0.8203389644622803,0.7438351193727073
42,0.897651,0.2263089178392551,0.8169491291046143,0.7736040530568462
43,0.9010067,0.22297251239518992,0.810169517993927,0.8035362918498152
44,0.8993289,0.22055290029352945,0.8169491291046143,0.8004161402330561
45,0.9010067,0.2152972935180136,0.806779682636261,0.8472600286289796
46,0.90268457,0.21150123870512783,0.8135592937469482,0.8694823758076813
47,0.90436244,0.20709120262189198,0.8135592937469482,0.9131143517413381
48,0.90436244,0.20493157257969746,0.8135592937469482,0.9094978045609038
49,0.90436244,0.2036666579094509,0.8135592937469482,0.9164653743727732
50,0.9077181,0.1968161282223343,0.8135592937469482,0.9851158028942043
51,0.909396,0.1932925920458448,0.810169517993927,1.0059163125894837
52,0.91610736,0.18984794036654018,0.8135592937469482,0.9978662779775717
53,0.91610736,0.18539410697033742,0.8135592937469482,1.07038880101705
54,0.9177852,0.18297513316841735,0.8135592937469482,1.0629409470800626
55,0.91610736,0.18098584180010246,0.806779682636261,1.1053580237647234
56,0.9194631,0.17471308191150628,0.800000011920929,1.1726359765408403
