epoch,accuracy,loss,val_accuracy,val_loss
0,0.7554019,0.6275846667864659,0.8231173157691956,0.4183787686812272
1,0.8098531,0.41942845317136657,0.8266199827194214,0.3607626151547958
2,0.8150389,0.3804323241282045,0.8248686790466309,0.3416238006484905
3,0.8081245,0.3597236757352626,0.8143607974052429,0.3379074143810155
4,0.8167675,0.3325989787936108,0.8161121010780334,0.35625067922154574
5,0.8228176,0.33252809968814834,0.817863404750824,0.33683185852189823
6,0.8141746,0.34180185107342004,0.8126094341278076,0.3253589614103638
7,0.81071734,0.32055455979439545,0.8301225900650024,0.31480467049388666
8,0.8184961,0.3171239738693089,0.8108581304550171,0.3487047957820775
9,0.8141746,0.32476702247494343,0.8301225900650024,0.30002509211491785
10,0.8184961,0.3093316006629552,0.8108581304550171,0.320654072689509
11,0.8357822,0.30358624878172846,0.8231173157691956,0.3057923779126433
12,0.82195336,0.29962941320321634,0.8266199827194214,0.31495398661405527
13,0.8228176,0.3136622378716926,0.8196147084236145,0.32192364990084893
14,0.8331893,0.3116055342949148,0.8336251974105835,0.3136177993854165
15,0.8228176,0.30370277881158664,0.8196147084236145,0.3134971403772902
16,0.82800347,0.31873084683302877,0.8161121010780334,0.32129485832099947
17,0.8150389,0.31470177389597626,0.8056042194366455,0.3114828204315306
18,0.8331893,0.3015299524754518,0.8196147084236145,0.31760582228675616
19,0.82973206,0.30208962496334657,0.8301225900650024,0.3115336409331203
20,0.8305964,0.28745751823447546,0.821366012096405,0.3185152368140513
21,0.81936044,0.29497694897054083,0.8231173157691956,0.31158905621167865
22,0.8305964,0.287133270254811,0.817863404750824,0.3067581764896989
23,0.82195336,0.2889713520053758,0.8108581304550171,0.3062102175113825
24,0.8184961,0.29307659211195847,0.803852915763855,0.3123007923521219
25,0.8305964,0.2873413787773177,0.821366012096405,0.3092066432152028
26,0.82368195,0.286402501133669,0.8108581304550171,0.31756335786574774
27,0.821089,0.28742954500708584,0.8283712863922119,0.29617305475755246
28,0.8167675,0.2917625033711192,0.8231173157691956,0.3260636530072802
29,0.82713914,0.28971012878129476,0.807355523109436,0.31182972523147295
30,0.8245462,0.28772516001270265,0.821366012096405,0.3125944688864013
31,0.832325,0.2840551884398959,0.7985989451408386,0.3272879433193474
32,0.8349179,0.28264986446116025,0.8371278643608093,0.32445242032800165
33,0.8262749,0.28519459737202374,0.8091068267822266,0.30685962671365086
34,0.82368195,0.2816640503492042,0.8248686790466309,0.30793179198447124
35,0.82973206,0.2781400561281186,0.793345034122467,0.3230655483784066
36,0.8245462,0.2824622478171887,0.8196147084236145,0.323335142013488
37,0.82713914,0.28385817401864555,0.817863404750824,0.32224720270224505
38,0.82195336,0.28240213941785935,0.8126094341278076,0.3202752686006175
39,0.8305964,0.27726655935767197,0.8091068267822266,0.32293684443951487
40,0.82973206,0.27722281892441836,0.7985989451408386,0.3447244281631009
41,0.8375108,0.2832214364793245,0.7985989451408386,0.31684458143552424
42,0.8357822,0.2845551676809942,0.8161121010780334,0.3094296747926238
43,0.8305964,0.2868097337186594,0.8196147084236145,0.34113445139494963
44,0.82800347,0.27949119587859517,0.821366012096405,0.3177441802469527
