epoch,accuracy,loss,val_accuracy,val_loss
0,0.7044776,0.5852390278631182,0.7242424488067627,0.5201893430767637
1,0.74626863,0.5075531326123138,0.7515151500701904,0.5029326045151913
2,0.77313435,0.4929665936462915,0.7696969509124756,0.49397588859904895
3,0.7716418,0.47088947136010695,0.7545454502105713,0.49505618846777716
4,0.7895522,0.4538189804376061,0.760606050491333,0.5025242819930568
5,0.81641793,0.4232858588446432,0.7424242496490479,0.558430344769449
6,0.8208955,0.4170344623167123,0.7515151500701904,0.5555572726509788
7,0.8313433,0.39105814250547494,0.739393949508667,0.5419421539162145
8,0.82835823,0.3934672986393544,0.7363636493682861,0.5586482322577274
9,0.8492537,0.35428602415234295,0.760606050491333,0.5514130754904314
10,0.84029853,0.3467247948717715,0.7515151500701904,0.6398402434406858
11,0.8910448,0.29220578196778224,0.760606050491333,0.6266644560929501
12,0.8567164,0.3093016200990819,0.7545454502105713,0.6579312302849509
13,0.8686567,0.2863399308564058,0.7787878513336182,0.6669626561078158
14,0.8985075,0.23936577764020037,0.7454545497894287,0.7563817790060332
15,0.91940296,0.2086541436946214,0.739393949508667,0.7306870222091675
16,0.91940296,0.2021781023758561,0.7424242496490479,0.7420120997862383
17,0.91940296,0.21147366957878,0.7575757503509521,0.8640813394026323
18,0.90597016,0.22916087374758365,0.7636363506317139,0.8051078409859629
19,0.9208955,0.21478392550749564,0.7363636493682861,0.7335154703169158
20,0.9462687,0.16278031090302253,0.7454545497894287,0.9723489681879679
21,0.94179106,0.1462353264996365,0.7484848499298096,0.8363312789888093
22,0.9507463,0.1174779011687236,0.7878788113594055,1.0626282529397444
23,0.91791046,0.2552244322124257,0.7181817889213562,0.8354123848857302
24,0.93731344,0.16198146265389315,0.7424242496490479,0.9847671263145678
25,0.9716418,0.08787886873443625,0.7303030490875244,0.9906958233226429
26,0.97313434,0.06949053061153017,0.760606050491333,1.236197581796935
27,0.98507464,0.06441197878639422,0.7575757503509521,1.2687530264709934
28,0.97910446,0.05613620615036074,0.7545454502105713,1.2400110634890469
29,0.98955226,0.03222883438496892,0.760606050491333,1.2613089301369407
30,0.9925373,0.02476830425700034,0.760606050491333,1.2943039843530366
31,0.9955224,0.02113091516127782,0.7575757503509521,1.321979132565585
32,0.9955224,0.01864986561947683,0.760606050491333,1.3513842821121216
33,0.9955224,0.016931263748174115,0.760606050491333,1.377107352921457
34,0.9955224,0.015501131465199835,0.760606050491333,1.4009961648420854
35,0.9955224,0.0143187652487975,0.760606050491333,1.4244982220909812
36,0.99701494,0.01322950661154603,0.7636363506317139,1.4442609909808997
37,0.99701494,0.012277639238163829,0.7666666507720947,1.4676945968107744
38,0.99701494,0.011440165254023315,0.7666666507720947,1.4919046308055068
39,0.99701494,0.010717501653594646,0.7666666507720947,1.5070699019865557
40,0.99701494,0.009952268142725772,0.7666666507720947,1.5286227681420066
41,0.99701494,0.00938241962697913,0.7666666507720947,1.5453227216547185
42,0.99701494,0.00873948482678397,0.7666666507720947,1.5670436981952551
43,0.99701494,0.008035899652515664,0.7636363506317139,1.5795382911508733
44,0.99701494,0.007548768018587812,0.7666666507720947,1.6006464488578565
45,0.99701494,0.007080803811202632,0.7666666507720947,1.624964511755741
46,0.99701494,0.006593846841089761,0.7666666507720947,1.6405975457393762
47,0.99701494,0.006234745122318559,0.7666666507720947,1.660519571015329
48,0.99850744,0.005765218575269596,0.760606050491333,1.6779043782841077
49,0.99850744,0.0054331065147746795,0.760606050491333,1.6947208895827786
50,0.99850744,0.005027853293907342,0.7636363506317139,1.7139203403935288
51,1.0,0.00469217791722448,0.7636363506317139,1.7343315825317844
52,1.0,0.004312183540279685,0.760606050491333,1.7518706863576716
